Company Name,City,Industry Segment,Website,Revenue Band,Differentiation Evidence,Promoter/Decision-Maker,Growth Signals,Tailwinds,Source,CIN,Industry Segment (raw),Evidence Tags Normalized,C1_Manufacturer,C1_Notes,C2_India_Based,C2_Notes,C3_Differentiation,C3_Notes,C4_Technical_DM,C4_Notes,C5_Tailwinds,C5_Notes,C6_Growth_Signals,C6_Notes,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,_dedupe_group_size,LLM_C1,LLM_C2,LLM_C3,LLM_C4,LLM_C5,LLM_C6,LLM_Note,Blended_C1,Blended_C2,Blended_C3,Blended_C4,Blended_C5,Blended_C6,ICP_Blended_Weighted_Score,LLM_Blend_Alpha,LLM_Model
ChemPro Specialty Ltd,Gujarat,Manufacturing / Industrial,chemprospecialty.com,₹70–120 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Chemicals/Advanced),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
ChemPure Advanced Ltd,Gujarat,Manufacturing / Industrial,chempureadv.com,₹70–120 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Chemicals/Advanced),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,23,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
ChemPure Global Ltd,Gujarat,Manufacturing / Industrial,chempureglobal.com,₹70–120 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Chemicals/Advanced),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,24,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Clay Craft India Ltd,Jaipur,Manufacturing / Industrial,claycraftindia.com,₹80–150 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Ceramics),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,3,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Company Name,City/Location,Industry Segment,Website,Revenue Band,no_structured_differentiation_tag,Promoter/Decision-Maker,Growth Signals,bse_sme_ipo_drhp_pipeline,final_merged_dsir_promoters.csv,,Industry Segment,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|growth_signals,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,weak_promoter_signal,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,1,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only
Core4 Engineers Limited,CORPORATE OFFICE CONTACT PERSON EMAIL AND TELEPHONE WEBSITE Mathrushree No,unspecified_see_drhp,https://core4engineers.com/,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: AGRAHARA CHAMARAJE GOWDA ABHINANDAN; HOSAHALLI; HOSAHALLI APPAGIGOWDA SAVITHA,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,rich_drhp_promoter_blob,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only
Coreintegra Consulting Services Ltd,Mumbai,Manufacturing / Industrial,coreintegra.com,₹30–60 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Consulting/Business Services),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,4,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Crazy Snacks Limited,"in 2006, earlier submissions were made physically and cannot be retrieved from the Ministry of Corporate Affairs (MCA) portal",unspecified_see_drhp,www.crazy.org.in; www.inventuremerchantbanker.com; www.kfintech.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only
CREATEROI FINANCIAL CONSULTANCY LIMITED,See DRHP ‘General Information’ — address not matched by pattern.,unspecified_see_drhp,www.createroiconsulting.com; www.inventuremerchantbanker.com; www.satellitecorporate.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Ms. Sarita Chouhan,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,3,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,5.0,5.0,5.0,70.0,0.0,rules_only
Creativity At Best Technologies Limited,Khasra No,unspecified_see_drhp,www.cabtechnologies.com; www.kfintech.com; www.narnolia.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Mrinalini Mehra Company Secretary; Mr. Pankaj Pasi SEBI Registration Number; Ms. Mrinalini Mehra OUR; Mr. Shalaj Mridul; Mr. Shailesh Kumar; Mrs. Anupam Kumari. Promoters Group,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only
Dachepalli Publishers Limited,"public limited company, the name of our Company was changed to “Dachepalli Publishers Limited” vide fresh certificate of incorporation dated 29th July, 2024 issued by the Registrar of Companies, Central Processing Centre. For further details please refer to chapter titled “Histor...",unspecified_see_drhp,https://www.dachepalli.com/; www.bigshareonline.com; www.synfinx.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,2,33,35.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,5.0,35.0,0.0,rules_only
Datasol (Bangalore) Limited,"company, please refer to section titled “",unspecified_see_drhp,www.datasolindia.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Sachi Shrikumar Lakhotia Company Secretary; Mr. Satish Reddy; Mr. Balakuntlam Sathyanarayana Sureshkumar; Mrs. Basavana Palli Ambika Soni; Mrs. Shyalaja Ramamurthy DETAILS OF OFFER TO; Mr. S. Ramakrishna Iyengar Email; Ms. Sachi Shrikumar Lakhotia; Mrs. Shyalaja Ramamurthy. Promoter Group Includes,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only
Deepak Chemtex Limited,"Aawashi, 28/1A, A/P Adgul Aawashi, Lote, Ratnagiri, Ratnagiri, Maharashtra, India, 415722",unspecified_see_drhp,www.bigshareonline.com; www.deepakchemtex.in; www.hemsecurities.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,1,india_location_signal,1,cert_or_patent_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,5.0,0.0,5.0,5.0,65.0,0.0,rules_only
Defcom Technologies Ltd,Bengaluru,Manufacturing / Industrial,defcomtech.com,₹100–200 Cr,no_structured_differentiation_tag,,IPO filed Jan 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Electronics),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,4,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
DefenceCore Advanced Ltd,Pune,Manufacturing / Industrial,defencecoreadv.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
DefenceCore Ltd,Pune,Manufacturing / Industrial,defencecore.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,9,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
DefenceCore Systems Ltd,Pune,Manufacturing / Industrial,defencecoresystems.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,4,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
DefenceWorks Ltd,Pune,Manufacturing / Industrial,defenceworks.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,5,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Defendex Armour Ltd,Delhi NCR,Manufacturing / Industrial,defendexarmour.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence/Armour),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,4,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Defendex Global Ltd,Pune,Manufacturing / Industrial,defendexglobal.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,43,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Defendex Systems Ltd,Pune,Manufacturing / Industrial,defendexsystems.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,10,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
DefendTech Armour Ltd,Delhi NCR,Manufacturing / Industrial,defendtecharmour.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence/Armour),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
DefendTech Systems Ltd,Delhi NCR,Manufacturing / Industrial,defendtechsystems.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence/Armour),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Defrail Technologies Limited,"Manufactu ring Plant- 2 3,330 sq. yards 1,51503.33 sq. yards",unspecified_see_drhp,www.defrailtech.in; www.maashitla.com; www.nexgenfin.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Ms. Ashi Aggarwal,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only
Deftron Advanced Ltd,Pune,Manufacturing / Industrial,deftronadv.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,24,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Deftron Defence Ltd,Pune,Manufacturing / Industrial,deftrondefence.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,19,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Deftronics Systems Ltd,Bengaluru,Manufacturing / Industrial,deftronics.com,₹100–200 Cr,no_structured_differentiation_tag,,IPO filed Jan 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Electronics),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Devson Catalyst Limited,"2025. Consequently, the name of Company changed from “Devson Catalyst Private Limited” to “Devson Catalyst Limited”. The Corporate Identification Number of the Company is U31300GJ2004PLC044722.",unspecified_see_drhp,www.devsongroup.com; www.in.mpms.mufg.com; www.jjipoadvisors.com,₹25–100 Cr (approx from lakhs),no_structured_differentiation_tag,DRHP PDF could not be downloaded.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,U31300GJ2004PLC044722,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,2,33,35.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,5.0,35.0,0.0,rules_only
Dhara Rail Projects Ltd,Gujarat,Manufacturing / Industrial,dhararail.com,₹100–200 Cr,no_structured_differentiation_tag,,IPO filed Dec 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Rail Infra),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only
Dhillon Freight Carrier Limited,"– Kolkata. For further details of change in name and registered office of our company, please refer to section titled “",unspecified_see_drhp,www.dfclogistics.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mrs. Sneha Agarwal; Mr. S. Ramakrishna Iyengar KFIN TECHNOLOGIES LIMITED; Mr. Dhillon. Subsequently; Mr. Karan Singh Dhillon; Mrs. Rucheka Kothari; Mr. Javed Anw; Mr. Javed Anwar; Mr. Karamveer Dhillon,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,60.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,5.0,60.0,0.0,rules_only
